Agent,Mean Return,Return Std Dev,Mean Length,Length Std Dev
Random,0.20164391547441482,0.7576545008387927,3.4,2.2891046284519194
PPO,80.51284109652042,67.90767167683977,223.2,191.30959202298249
A2C,205.49315863251687,60.67523355626184,580.8,176.50937652147547
