Agent,Mean Return,Return Std Dev,Mean Length,Length Std Dev
Random,-0.14656633026897908,0.3632319413561505,2.5,1.284523257866513
PPO,65.91843777149916,39.891785785066354,178.0,105.53672346628922
A2C,118.4093648314476,34.77856602405922,320.0,93.0354771041671
