Episode,A2C Reward
244,-0.30241364
245,0.39926273
246,0.52817595
247,-0.025111556
248,0.5339414
249,-0.5
250,0.41328037
251,0.33925444
252,-0.5
253,0.48139572
254,1.4235815
255,2.0163436
256,-0.029253244
257,0.5971098
258,-0.18700677
259,0.71871483
260,-0.5
261,1.1653912
262,0.7660836
263,0.6938255
264,1.7007961
265,1.285747
266,1.5360246
267,-0.13218194
268,0.19863713
269,-0.5
270,-0.21815956
271,2.433796
272,0.67187214
273,0.16708243
274,1.0071414
275,0.5962014
276,-0.13514718
277,0.23275101
278,1.0010754
279,0.4904555
280,1.8549027
281,0.34077036
282,0.9019333
283,0.7668092
284,1.7864916
285,-0.08394197
286,0.016917825
287,-0.15943661
288,0.14956999
289,0.35995388
290,0.030170321
291,0.08572513
292,-0.2257967
293,0.40202427
294,-0.5
295,0.5790553
296,0.07416463
297,0.93371725
298,-0.011560082
299,0.1974572
300,0.5757489
301,-0.1749379
302,1.6746616
303,0.6456139
304,0.061702132
305,-0.07652378
306,0.6758504
307,2.5781372
308,0.1050359
309,0.1715042
310,1.2862349
311,0.14101475
312,0.69842386
313,0.88627815
314,2.2458043
315,1.2951728
316,1.2572573
317,1.7432241
318,0.4740069
319,0.35579485
320,0.15563345
321,1.5608838
322,-0.5
323,3.3002615
324,-0.16604128
325,-0.14348018
326,-0.5
327,0.7344583
328,0.5188091
329,1.2914937
330,2.4278553
331,0.5065882
332,0.4947613
333,0.15943223
334,0.97531545
335,0.40717328
336,0.19389743
337,-0.5
338,1.5633154
339,-0.11741668
340,1.3735335
341,0.48249197
342,3.3111532
343,0.246777
344,1.9356778
345,1.3930204
346,-0.5
347,-0.19686729
348,1.7978379
349,3.5382605
350,-0.11460289
351,4.260976
352,1.7164185
353,4.049426
354,8.308552
355,0.9194815
356,3.8378725
357,3.0606356
358,1.8064146
359,-0.19814903
360,1.7297268
361,1.9683764
362,1.5013213
363,1.8314335
364,0.7176678
365,0.21522307
366,0.3323878
367,3.610118
368,0.0462566
369,1.5347342
370,-0.23246837
371,1.5690953
372,0.815817
373,0.53006876
374,0.6048262
375,0.8545115
376,0.17491782
377,0.9964855
378,1.095241
379,2.6839008
380,5.6152506
381,0.5532069
382,0.1590513
383,-0.14744681
384,3.151704
385,4.591987
386,3.2869682
387,5.9012556
388,0.8562156
389,3.277091
390,2.4313064
391,3.2612765
392,9.451146
393,1.037823
394,6.037639
395,6.3076015
396,13.308999
397,0.17136252
398,0.5646591
399,0.31782305
400,-0.04180026
401,5.1436377
402,23.433725
403,6.912487
404,11.716508
405,0.016466618
406,3.9068112
407,1.2772676
408,1.8753586
409,7.1610394
410,3.7541676
411,8.802473
412,6.7386217
413,6.488569
414,30.23281
415,21.522139
416,38.27684
417,58.59131
418,31.472261
419,0.0064018965
420,54.606483
421,46.49768
422,13.1975
423,40.133904
424,37.291725
425,2.3864663
426,0.73261225
427,14.964345
428,87.91249
429,36.402176
430,123.56581
431,75.225945
432,130.26474
433,146.64703
434,310.37277
435,141.29594
436,126.80301
437,98.52527
438,15.374233
439,430.1821
440,302.79492
441,86.27608
442,367.09277
443,152.43073
444,665.0539
445,262.89313
446,260.89
447,227.01663
448,129.55084
449,280.40332
450,173.58719
451,363.53455
452,39.663136
453,752.6315
454,359.087
455,838.1183
456,501.4899
457,2031.8347
458,890.5604
459,366.16574
460,363.6667
461,75.69667
462,1035.1576
463,0.06838572
464,284.30554
465,180.67892
466,413.3072
467,416.84528
468,176.5151
469,966.26636
470,177.44614
471,942.60425
472,319.30066
473,361.75867
474,360.62616
475,279.78336
476,472.193
477,265.34787
478,1608.5957
479,175.07814
480,873.62445
481,371.0579
482,1613.0319
483,268.2699
484,372.38687
485,366.68152
486,1111.8068
487,957.49567
488,29.230438
489,134.12378
490,376.88257
491,1065.8096
492,454.89755
493,376.72156
494,1750.277
495,652.4845
496,1700.7515
497,177.01556
498,1018.31805
