Episode,PPO Length
1604,7
1605,6
1606,10
1607,10
1608,11
1609,9
1610,10
1611,5
1612,7
1613,4
1614,3
1615,3
1616,7
1617,1
1618,6
1619,8
1620,4
1621,11
1622,2
1623,4
1624,4
1625,9
1626,1
1627,12
1628,4
1629,3
1630,7
1631,4
1632,3
1633,1
1634,1
1635,6
1636,5
1637,7
1638,4
1639,11
1640,2
1641,6
1642,5
1643,6
1644,6
1645,5
1646,6
1647,8
1648,13
1649,9
1650,3
1651,7
1652,3
1653,2
1654,6
1655,6
1656,2
1657,4
1658,5
1659,9
1660,12
1661,6
1662,7
1663,6
1664,4
1665,8
1666,5
1667,6
1668,10
1669,10
1670,5
1671,13
1672,6
1673,6
1674,5
1675,3
1676,4
1677,3
1678,13
1679,6
1680,7
1681,4
1682,2
1683,11
1684,6
1685,5
1686,5
1687,10
1688,10
1689,2
1690,6
1691,3
1692,3
1693,9
1694,6
1695,17
1696,10
1697,4
1698,2
1699,1
1700,11
1701,10
1702,5
1703,6
1704,12
1705,7
1706,11
1707,1
1708,2
1709,9
1710,4
1711,2
1712,23
1713,7
1714,3
1715,7
1716,10
1717,8
1718,8
1719,5
1720,11
1721,1
1722,6
1723,3
1724,5
1725,4
1726,5
1727,4
1728,7
1729,2
1730,8
1731,7
1732,4
1733,12
1734,2
1735,2
1736,7
1737,4
1738,7
1739,6
1740,16
1741,7
1742,5
1743,5
1744,5
1745,1
1746,3
1747,8
1748,4
1749,5
1750,8
1751,6
1752,12
1753,4
1754,9
1755,7
1756,3
1757,2
1758,17
1759,16
1760,2
1761,3
1762,12
1763,6
1764,4
1765,7
1766,3
1767,3
1768,3
1769,7
1770,13
1771,4
1772,3
1773,8
1774,3
1775,4
1776,4
1777,2
1778,3
1779,9
1780,7
1781,6
1782,6
1783,7
1784,7
1785,4
1786,2
1787,14
1788,9
1789,10
1790,3
1791,5
1792,11
1793,3
1794,6
1795,5
1796,1
1797,6
1798,9
1799,5
1800,7
1801,4
1802,11
1803,6
1804,8
1805,7
1806,5
1807,10
1808,2
1809,8
1810,7
1811,3
1812,5
1813,6
1814,8
1815,3
1816,9
1817,19
1818,4
1819,4
1820,4
1821,17
1822,7
1823,4
1824,5
1825,3
1826,7
1827,3
1828,12
1829,8
1830,7
1831,4
1832,6
1833,11
1834,4
1835,6
1836,6
1837,8
1838,6
1839,3
1840,1
1841,8
1842,5
1843,6
1844,2
1845,10
1846,9
1847,7
1848,3
1849,9
1850,7
1851,12
1852,7
1853,7
1854,9
1855,5
1856,6
1857,2
1858,14
1859,4
1860,8
1861,16
1862,8
1863,3
1864,14
1865,3
1866,4
1867,8
1868,3
1869,4
1870,24
1871,4
1872,9
1873,3
1874,4
1875,7
1876,6
1877,3
1878,15
1879,9
1880,8
1881,8
1882,5
1883,10
1884,17
1885,17
1886,4
1887,11
1888,7
1889,5
1890,3
1891,5
1892,9
1893,5
1894,6
1895,8
1896,3
1897,8
1898,10
1899,12
1900,7
1901,3
1902,6
1903,7
1904,3
1905,17
1906,6
1907,12
1908,8
1909,7
1910,7
1911,3
1912,2
1913,11
1914,1
1915,3
1916,5
1917,4
1918,21
1919,3
1920,17
1921,3
1922,9
1923,5
1924,3
1925,6
1926,5
1927,7
1928,9
1929,3
1930,14
1931,3
1932,3
1933,5
1934,2
1935,6
1936,1
1937,6
1938,9
1939,4
1940,4
1941,3
1942,19
1943,4
1944,3
1945,3
1946,4
1947,3
1948,14
1949,4
1950,5
1951,6
1952,2
1953,11
1954,3
1955,11
1956,10
1957,11
1958,4
1959,5
1960,4
1961,7
1962,4
1963,9
1964,15
1965,5
1966,3
1967,11
1968,5
1969,11
1970,3
1971,3
1972,7
1973,2
1974,3
1975,12
1976,10
1977,22
1978,7
1979,7
1980,7
1981,5
1982,4
1983,4
1984,7
1985,9
1986,7
1987,4
1988,7
1989,12
1990,4
1991,4
1992,8
1993,11
1994,5
1995,6
1996,10
1997,18
1998,4
1999,9
2000,12
2001,7
2002,5
2003,7
2004,3
2005,12
2006,10
2007,3
2008,9
2009,14
2010,2
2011,10
2012,3
2013,3
2014,9
2015,8
2016,8
2017,4
2018,5
2019,9
2020,5
2021,1
2022,15
2023,3
2024,7
2025,5
2026,12
2027,9
2028,15
2029,5
2030,4
2031,12
2032,10
2033,5
2034,5
2035,16
2036,2
2037,6
2038,8
2039,6
2040,15
2041,9
2042,7
2043,5
2044,14
2045,9
2046,5
2047,11
2048,5
2049,7
2050,4
2051,10
2052,5
2053,3
2054,3
2055,8
2056,9
2057,11
2058,22
2059,5
2060,7
2061,6
2062,16
2063,3
2064,9
2065,7
2066,2
2067,4
2068,4
2069,17
2070,8
2071,6
2072,9
2073,15
2074,3
2075,7
2076,3
2077,5
2078,19
2079,2
2080,8
2081,6
2082,9
2083,8
2084,4
2085,10
2086,16
2087,9
2088,3
2089,17
2090,6
2091,3
2092,3
2093,8
2094,9
2095,6
2096,5
2097,8
2098,10
2099,5
2100,6
2101,15
2102,10
2103,10
2104,4
2105,3
2106,8
2107,15
2108,2
2109,7
2110,9
2111,7
2112,7
2113,4
2114,3
2115,8
2116,7
2117,2
2118,7
2119,3
2120,9
2121,8
2122,8
2123,8
2124,2
2125,1
2126,4
2127,21
2128,3
2129,10
2130,9
2131,15
2132,14
2133,2
2134,10
2135,7
2136,4
2137,20
2138,12
2139,6
2140,5
2141,6
2142,2
2143,3
2144,15
2145,15
2146,3
2147,3
2148,5
2149,3
2150,6
2151,9
2152,5
2153,6
2154,13
2155,4
2156,7
2157,1
2158,7
2159,8
2160,3
2161,3
2162,4
2163,6
2164,4
2165,9
2166,9
2167,5
2168,15
2169,23
2170,7
2171,12
2172,11
2173,15
2174,11
2175,6
2176,13
2177,5
2178,7
2179,6
2180,2
2181,10
2182,3
2183,17
2184,8
2185,6
2186,5
2187,14
2188,2
2189,2
2190,5
2191,15
2192,1
2193,6
2194,2
2195,4
2196,8
2197,8
2198,18
2199,5
2200,12
2201,17
2202,12
2203,4
2204,9
2205,10
2206,14
2207,11
2208,10
2209,6
2210,4
2211,5
2212,4
2213,5
2214,4
2215,15
2216,10
2217,9
2218,10
2219,1
2220,26
2221,12
2222,8
2223,10
2224,11
2225,3
2226,3
2227,6
2228,8
2229,9
2230,8
2231,3
2232,13
2233,8
2234,9
2235,5
2236,8
2237,12
2238,4
2239,3
2240,7
2241,2
2242,1
2243,16
2244,3
2245,12
2246,17
2247,15
2248,16
2249,7
2250,4
2251,11
2252,5
2253,6
2254,7
2255,1
2256,5
2257,7
2258,8
2259,13
2260,7
2261,13
2262,14
2263,5
2264,5
2265,10
2266,3
2267,10
2268,16
2269,5
2270,17
2271,17
2272,5
2273,4
2274,16
2275,21
2276,9
2277,7
2278,8
2279,12
2280,10
2281,3
2282,4
2283,9
2284,10
2285,3
2286,5
2287,6
2288,2
2289,21
2290,20
2291,16
2292,1
2293,4
2294,6
2295,2
2296,5
2297,4
2298,5
2299,8
2300,10
2301,1
2302,23
2303,12
2304,4
2305,6
2306,14
2307,7
2308,9
2309,12
2310,3
2311,6
2312,3
2313,9
2314,7
2315,4
2316,24
2317,12
2318,1
2319,2
2320,9
2321,16
2322,9
2323,3
2324,19
2325,21
2326,6
2327,10
2328,18
2329,9
2330,14
2331,7
2332,1
2333,20
2334,7
2335,9
2336,7
2337,5
2338,3
2339,4
2340,11
2341,6
2342,3
2343,15
2344,26
2345,18
2346,18
2347,6
2348,3
2349,5
2350,11
2351,7
2352,26
2353,6
2354,14
2355,16
2356,4
2357,29
2358,12
2359,10
2360,5
2361,16
2362,15
2363,10
2364,7
2365,36
2366,13
2367,10
2368,20
2369,1
2370,12
2371,8
2372,8
2373,5
2374,5
2375,16
2376,8
2377,9
2378,8
2379,12
2380,7
2381,5
2382,17
2383,25
2384,7
2385,4
2386,6
2387,30
2388,17
2389,4
2390,3
2391,5
2392,15
2393,25
2394,15
2395,10
2396,9
2397,6
2398,13
2399,8
2400,3
2401,6
2402,9
2403,8
2404,15
2405,2
2406,13
2407,5
2408,11
2409,6
2410,19
2411,17
2412,5
2413,10
2414,18
2415,5
2416,19
2417,14
2418,12
2419,10
2420,11
2421,20
2422,14
2423,5
2424,25
2425,7
2426,6
2427,10
2428,9
2429,4
2430,6
2431,12
2432,4
2433,6
2434,3
2435,3
2436,8
2437,5
2438,10
2439,21
2440,10
2441,3
2442,9
2443,7
2444,3
2445,20
2446,8
2447,4
2448,8
2449,7
2450,5
2451,1
2452,5
2453,37
2454,10
2455,3
2456,5
2457,10
2458,9
2459,3
2460,9
2461,12
2462,14
2463,11
2464,4
2465,11
2466,17
2467,4
2468,3
2469,14
2470,4
2471,2
2472,4
2473,4
2474,17
2475,9
2476,12
2477,1
2478,8
2479,5
2480,5
2481,6
2482,7
2483,13
2484,10
2485,14
2486,22
2487,4
2488,11
2489,8
2490,5
2491,3
2492,12
2493,4
2494,13
2495,1
2496,37
2497,13
2498,18
2499,12
2500,30
2501,5
2502,14
2503,32
2504,5
2505,19
2506,13
2507,6
2508,10
2509,18
2510,24
2511,4
2512,1
2513,10
2514,7
2515,7
2516,5
2517,14
2518,2
2519,4
2520,6
2521,5
2522,17
2523,14
2524,7
2525,6
2526,2
2527,11
2528,14
2529,11
2530,3
2531,28
2532,32
2533,38
2534,6
2535,8
2536,9
2537,26
2538,15
2539,16
2540,4
2541,11
2542,14
2543,4
2544,8
2545,18
2546,17
2547,6
2548,5
2549,8
2550,6
2551,7
2552,9
2553,8
2554,6
2555,17
2556,12
2557,5
2558,9
2559,16
2560,4
2561,10
2562,15
2563,9
2564,7
2565,14
2566,6
2567,10
2568,25
2569,2
2570,4
2571,10
2572,10
2573,11
2574,5
2575,7
2576,7
2577,5
2578,26
2579,5
2580,7
2581,9
2582,8
2583,8
2584,7
2585,6
2586,7
2587,7
2588,5
2589,2
2590,5
2591,19
2592,23
2593,16
2594,2
2595,9
2596,15
2597,4
2598,4
2599,1
2600,10
2601,15
2602,7
2603,13
2604,9
2605,8
2606,7
2607,10
2608,6
2609,8
2610,6
2611,22
2612,17
2613,13
2614,19
2615,8
2616,5
2617,14
2618,12
2619,14
2620,11
2621,17
2622,8
2623,7
2624,13
2625,13
2626,7
2627,15
2628,3
2629,10
2630,14
2631,7
2632,7
2633,18
2634,6
2635,5
2636,3
2637,10
2638,13
2639,8
2640,6
2641,12
2642,3
2643,26
2644,8
2645,32
2646,11
2647,13
2648,7
2649,9
2650,20
2651,18
2652,21
2653,13
2654,3
2655,5
2656,11
2657,8
2658,3
2659,13
2660,19
2661,4
2662,3
2663,5
2664,23
2665,9
2666,18
2667,11
2668,7
2669,13
2670,5
2671,4
2672,2
2673,9
2674,3
2675,17
2676,18
2677,33
2678,7
2679,2
2680,9
2681,10
2682,4
2683,6
2684,5
2685,13
2686,3
2687,6
2688,5
2689,17
2690,9
2691,3
2692,9
2693,18
2694,11
2695,18
2696,7
2697,8
2698,10
2699,9
2700,19
2701,4
2702,19
2703,12
2704,2
2705,13
2706,8
2707,15
2708,7
2709,21
2710,4
2711,8
2712,9
2713,2
2714,7
2715,25
2716,2
2717,15
2718,20
2719,17
2720,17
2721,4
2722,17
2723,23
2724,8
2725,4
2726,15
2727,21
2728,3
2729,16
2730,15
2731,8
2732,6
2733,3
2734,14
2735,5
2736,34
2737,17
2738,4
2739,24
2740,19
2741,31
2742,25
2743,6
2744,14
2745,14
2746,7
2747,14
2748,11
2749,19
2750,12
2751,17
2752,4
2753,8
2754,8
2755,6
2756,4
2757,4
2758,9
2759,15
2760,5
2761,19
2762,9
2763,4
2764,11
2765,1
2766,19
2767,26
2768,15
2769,14
2770,4
2771,8
2772,6
2773,14
2774,5
2775,18
2776,4
2777,5
2778,8
2779,22
2780,11
2781,7
2782,18
2783,8
2784,11
2785,5
2786,20
2787,4
2788,8
2789,5
2790,7
2791,36
2792,7
2793,9
2794,7
2795,7
2796,4
2797,30
2798,14
2799,11
2800,8
2801,7
2802,12
2803,34
2804,22
2805,16
2806,17
2807,7
2808,4
2809,6
2810,1
2811,11
2812,9
2813,10
2814,35
2815,3
2816,33
2817,17
2818,6
2819,6
2820,28
2821,3
2822,5
2823,6
2824,17
2825,6
2826,9
2827,25
2828,12
2829,5
2830,18
2831,18
2832,5
2833,13
2834,7
2835,29
2836,17
2837,14
2838,4
2839,8
2840,5
2841,4
2842,34
2843,3
2844,13
2845,6
2846,16
2847,3
2848,27
2849,7
2850,2
2851,17
2852,19
2853,5
2854,23
2855,3
2856,3
2857,5
2858,12
2859,20
2860,17
2861,8
2862,10
2863,12
2864,20
2865,2
2866,6
2867,8
2868,7
2869,3
2870,5
2871,4
2872,85
2873,29
2874,28
2875,10
2876,10
2877,11
2878,15
2879,11
2880,6
2881,9
2882,2
2883,9
2884,9
2885,33
2886,6
2887,13
2888,15
2889,9
2890,18
2891,3
2892,56
2893,11
2894,14
2895,12
2896,35
2897,27
2898,9
2899,22
2900,7
2901,11
2902,14
2903,36
2904,3
2905,48
2906,17
2907,13
2908,17
2909,8
2910,11
2911,17
2912,13
2913,42
2914,12
2915,5
2916,13
2917,11
2918,36
2919,3
2920,12
2921,5
2922,6
2923,7
2924,18
2925,10
2926,21
2927,11
2928,13
2929,6
2930,15
2931,21
2932,8
2933,41
2934,34
2935,18
2936,7
2937,3
2938,4
2939,20
2940,3
2941,22
2942,6
2943,9
2944,11
2945,13
2946,22
2947,3
2948,15
2949,22
2950,8
2951,4
2952,16
2953,12
2954,4
2955,34
2956,17
2957,1
2958,14
2959,9
2960,30
2961,17
2962,16
2963,25
2964,35
2965,39
2966,3
2967,8
2968,46
2969,5
2970,3
2971,3
2972,11
2973,47
2974,13
2975,5
2976,11
2977,18
2978,5
2979,4
2980,7
2981,9
2982,3
2983,14
2984,8
2985,6
2986,9
2987,15
2988,13
2989,16
2990,19
2991,12
2992,8
2993,4
2994,5
2995,9
