Agent,Mean Return,Return Std Dev,Mean Length,Length Std Dev
Random,0.5195473670959473,0.9042113833293911,4.7,2.8301943396169813
PPO,79.0390731357038,52.36978722008923,214.6,140.7737191381971
A2C,491.592952991277,352.008531425509,1485.0,1066.6896455858189
