Agent,Mean Return,Return Std Dev,Mean Length,Length Std Dev
Random,-0.11710905507206917,0.19284279450899308,2.5,0.806225774829855
PPO,64.04120378941298,34.03059046640783,172.6,89.95465524362817
A2C,297.6254797026515,262.38941346611676,987.1,877.2156462352915
