Episode,A2C Reward
160,0.8218647
161,0.7063315
162,0.46394527
163,0.20001423
164,-0.19192505
165,-0.5
166,0.47382534
167,0.7390666
168,0.43679702
169,1.0570472
170,-0.17703757
171,-0.06276584
172,0.25778192
173,0.39079058
174,0.04709655
175,0.1664012
176,-0.5
177,0.07832277
178,0.5984652
179,2.3622227
180,0.16569555
181,0.20921946
182,-0.08140868
183,0.01794374
184,-0.5
185,-0.2147929
186,0.15952992
187,1.4871163
188,1.3125424
189,0.078571975
190,-0.21423975
191,0.4143402
192,-0.5
193,-0.14904222
194,0.023127794
195,-0.08248305
196,0.6099229
197,1.2248647
198,-0.090040386
199,0.3141678
200,-0.15080968
201,0.20140952
202,1.2510813
203,0.412301
204,-0.004471004
205,0.63458884
206,0.2052027
207,0.52775455
208,-0.18598637
209,-0.21046558
210,-0.1926021
211,-0.1999774
212,0.41367358
213,1.4590043
214,0.7614944
215,1.287474
216,0.4107604
217,-0.04338017
218,0.51085734
219,-0.14407468
220,0.48844028
221,0.10143888
222,1.4955239
223,0.055725336
224,0.33025193
225,0.059738815
226,0.37814504
227,-0.15504733
228,0.19104493
229,-0.21127462
230,-0.5
231,-0.04061079
232,0.5966188
233,-0.5
234,0.42106056
235,-0.1862677
236,-0.1779086
237,0.026243508
238,1.029139
239,0.43276435
240,0.32941347
241,0.7239454
242,0.8326285
243,0.2639557
244,-0.5
245,2.4956818
246,0.34737384
247,0.61276853
248,0.09844816
249,0.32890224
250,0.09075552
251,0.15048754
252,0.7263191
253,-0.5
254,-0.10118064
255,0.4154272
256,0.45565927
257,-0.07958707
258,1.7280653
259,-0.5
260,-0.0833866
261,1.0105276
262,0.119374216
263,0.3199646
264,-0.2226513
265,-0.5
266,0.30655456
267,0.41124988
268,-0.17539921
269,3.8420672
270,0.29089135
271,0.79328
272,-0.28212348
273,0.89615226
274,0.4892543
275,0.32183063
276,-0.3069714
277,0.52019525
278,0.19876939
279,0.17662573
280,-0.15447444
281,-0.21651101
282,1.1073817
283,0.8497435
284,-0.16508856
285,-0.5
286,-0.5
287,0.70329976
288,-0.5
289,0.17438936
290,0.67479193
291,1.0680968
292,0.17669249
293,0.12424421
294,0.053130448
295,-0.23432198
296,1.6229885
297,1.7606387
298,-0.16912127
299,0.33897144
300,0.7668457
301,0.04525268
302,0.5337893
303,0.053740084
304,0.46781337
305,0.7644471
306,-0.26001304
307,1.7107002
308,-0.0043872297
309,-0.20672384
310,0.44604063
311,1.0347859
312,1.2449437
313,-0.5
314,0.7990233
315,0.26929897
316,0.3357588
317,2.329342
318,0.22063935
319,3.779522
320,0.26797444
321,-0.5
322,1.8085537
323,0.82357454
324,0.34772497
325,0.1847285
326,0.0881449
327,-0.19974488
328,-0.25763997
329,0.48621225
330,-0.5
331,0.64651597
332,-0.022674888
333,0.144086
334,-0.34221616
335,0.38374233
336,0.16147363
337,0.7929259
338,0.10448694
339,-0.5
340,0.111305416
341,0.42398083
342,-0.19908372
343,-0.19954759
344,0.28016615
345,-0.35348883
346,0.5788933
347,0.6153791
348,-0.13216966
349,-0.30918878
350,-0.5
351,0.66186225
352,-0.3951513
353,0.008072019
354,0.003886044
355,0.49225616
356,0.16505408
357,1.0259924
358,-0.17075023
359,1.6067581
360,-0.5
361,1.7847154
362,0.65864265
363,-0.09546912
364,0.11228514
365,0.27332437
366,0.9500495
367,-0.21545053
368,0.35904956
369,0.49908274
370,0.5351609
371,1.5397487
372,-0.05551508
373,-0.042713106
374,-0.5
375,0.90913856
376,0.19618404
377,2.5592747
378,0.18849003
379,0.7180934
380,1.695595
381,-0.21773106
382,0.68159556
383,0.6869335
384,-0.18397063
385,0.57189536
386,0.13468313
387,0.73581135
388,0.22740215
389,0.106004715
390,0.48727256
391,0.54613817
392,0.19383335
393,1.044065
394,0.105050564
395,0.40912163
396,-0.17294246
397,0.64609504
398,0.72015953
399,0.30136526
400,0.1470486
401,0.094599605
402,-0.04305491
403,-0.20011774
404,1.9648018
405,0.49793875
406,0.121248424
407,-0.1848053
408,-0.5
409,-0.1904524
410,1.4652965
411,-0.17795286
412,0.09421706
413,0.14015448
414,0.6454998
415,2.5252402
416,1.8707395
417,-0.25545916
418,0.22259325
419,-0.5
420,0.2269026
421,0.5315119
422,0.47503662
423,-0.15064278
424,-0.16726619
425,1.077669
426,0.4756621
427,0.4706686
428,0.6567838
429,-0.5
430,1.5414476
431,1.9074452
432,0.26843512
433,0.6870439
434,1.0856141
435,0.19139218
436,0.15184069
437,2.889803
438,0.49741948
439,-0.5
440,0.51582396
441,0.41301453
442,0.44802862
443,0.49428338
444,-0.16338998
445,-0.55191696
446,0.2180435
447,1.8282998
448,-0.5
449,0.49476624
450,1.1342022
451,0.759794
452,-0.0014340878
453,0.43699002
454,1.6966746
455,1.5184917
456,1.0797395
457,0.1855188
458,0.7936176
459,0.27901185
460,1.2436231
461,1.1829087
462,2.5679512
463,0.6972481
464,-0.5
465,-0.29718718
466,0.5714915
467,1.7714541
468,-0.16901064
469,1.8386793
470,-0.25907826
471,-0.032555968
472,2.2685041
473,1.7087791
474,0.1114037
475,1.4945083
476,1.9453912
477,0.26807058
478,0.5307952
479,-0.06774658
480,-0.5
481,0.058146358
482,1.3434308
483,0.84389246
484,-0.21375138
485,0.85343945
486,0.7955904
487,1.8434975
488,-0.21129784
489,1.12711
490,-0.17441425
491,-0.5
492,0.32572198
493,1.4870639
494,1.8129251
495,1.4044728
496,1.5516641
497,0.2565543
498,0.75024605
499,-0.24903554
500,0.6688762
501,-0.17403525
502,-0.5
503,0.32900053
504,0.3674962
505,0.7928047
506,1.1485529
507,0.88850546
508,0.9390944
509,0.4079646
510,0.29546404
511,0.5558356
512,1.5557575
513,0.60629725
514,0.5773308
515,0.34243953
516,0.40798855
517,-0.24644953
518,-0.03534609
519,0.053478956
520,1.411705
521,0.6735401
522,0.52793705
523,0.637673
524,0.6136471
525,0.34711534
526,2.756527
527,-0.22181511
528,1.0773015
529,1.2306918
530,0.096263945
531,0.09612024
532,2.8078096
533,0.9387238
534,-0.21528012
535,0.066640735
536,-0.17220181
537,1.0620998
538,0.03534031
539,1.2504005
540,1.569191
541,0.16094351
542,0.024297118
543,1.5233085
544,0.2484566
545,0.12307584
546,-0.20967656
547,0.5078994
548,0.23578477
549,1.6075504
550,0.49033862
551,-0.20111409
552,-0.26362282
553,0.4260937
554,0.050243378
555,-0.19137305
556,-0.5
557,-0.22258696
558,1.6796327
559,0.33650613
560,0.28237158
561,0.11664748
562,1.891731
563,-0.31664985
564,-0.16200471
565,1.7004044
566,-0.1577366
567,-0.24754947
568,1.7326498
569,0.07033169
570,1.0241668
571,1.5752003
572,-0.36181942
573,0.83319235
574,0.048658967
575,1.1570716
576,0.28207362
577,3.2695193
578,-0.40582258
579,0.80213046
580,-0.051973492
581,1.1867404
582,0.13745952
583,0.8951789
584,0.5909159
585,-0.5
586,-0.5
587,1.6073377
588,-0.5
589,1.1839387
590,0.61163104
591,0.4719814
592,0.44466126
593,0.103884935
594,0.09836328
595,-0.28812933
596,-0.5
597,-0.5
598,-0.02519241
599,0.22946906
600,-0.04268694
601,-0.17996255
602,-0.25175756
603,1.7251923
604,3.7575731
605,-0.5
606,1.2107092
607,1.0244274
608,0.10587978
609,0.30887628
610,0.5178864
611,0.03864348
612,1.2109029
613,0.4776039
614,0.39062947
615,0.39020824
616,0.073565125
617,0.28164917
618,0.35567546
619,-0.031729847
620,1.2385259
621,0.028769374
622,0.7490506
623,1.0597095
624,2.7034907
625,-0.011249214
626,-0.22137776
627,0.07219565
628,0.3757584
629,1.1001467
630,1.4821078
631,-0.17272347
632,0.67502403
633,2.1438272
634,0.8226023
635,1.8383813
636,0.05705881
637,1.0577977
638,0.7396399
639,1.1169548
640,3.513163
641,0.29367745
642,1.0676883
643,0.055348217
644,0.22815907
645,1.5316472
646,0.25454158
647,0.9237995
648,0.38780844
649,0.07464647
650,0.5124998
651,0.5031183
652,0.29980123
653,0.15603876
654,1.436059
655,1.0527053
656,0.2999711
657,-0.12811363
658,-0.014936566
659,-0.113476604
660,2.4897125
661,0.3936984
662,0.17486799
663,0.695431
664,0.7344029
665,0.6533178
666,0.3440956
667,2.0822008
668,1.6919837
669,1.4605414
670,1.4367151
671,1.254568
672,-0.26069236
673,-0.5
674,0.3715489
675,0.38096076
676,2.0810766
677,1.7243485
678,0.0569098
679,0.524735
680,3.571179
681,2.9474506
682,0.0027450323
683,0.21934384
684,1.706687
685,0.33445168
686,2.5821338
687,0.26975977
688,0.6376308
689,3.4438076
690,0.28817594
691,0.20867324
692,0.12647742
693,-0.06111455
694,1.0056021
695,0.548911
696,-0.2159279
697,1.8076617
698,1.77436
699,0.75601745
700,4.986164
701,0.38012522
702,3.1390572
703,0.37698758
704,1.6451473
705,0.7809838
706,0.43998778
707,1.142567
708,4.359033
709,-0.017764568
710,-0.15280542
711,0.34098518
712,2.1142862
713,0.09207392
714,-0.04352486
715,0.39365935
716,1.2211251
717,1.868113
718,1.0188626
719,0.48742932
720,0.26825762
721,0.010255575
722,1.5218501
723,0.1922816
724,-0.039762676
725,0.9352033
726,0.31159925
727,-0.06058204
728,-0.008250713
729,0.5685656
730,-0.020121962
731,1.5451217
732,0.56038165
733,0.31197953
734,1.8525145
735,2.6750493
736,0.90661585
737,1.5670336
738,0.32055616
739,0.6712477
740,0.56096506
741,6.149855
742,2.589393
743,3.124748
744,0.6338246
745,0.70188344
746,1.7715667
747,-0.1693328
748,2.7101932
749,0.6079141
750,0.47072136
751,0.06749076
752,0.95030785
753,0.707559
754,0.32235467
755,0.47480136
756,0.05181992
757,0.42211413
758,0.9310206
759,0.45079052
760,0.29885048
761,0.32004273
762,0.8194914
763,1.4318973
764,0.44011712
765,1.4269118
766,-0.18900308
767,-0.18668604
768,0.5578965
769,0.9156935
770,1.2947016
771,6.177387
772,2.2198067
773,1.9384456
774,1.1097362
775,2.440212
776,-0.21408945
777,2.195497
778,0.112191975
779,1.2229241
780,0.610618
781,-0.5
782,1.0360665
783,1.1625605
784,-0.5
785,3.35442
786,0.68303084
787,0.35760313
788,0.8792304
789,1.508389
790,0.33437055
791,0.34386283
792,3.5840259
793,0.50873065
794,1.1314756
795,3.9473524
796,1.1589472
797,1.7770143
798,1.6307673
799,0.30667323
800,2.523437
801,2.064842
802,0.49696708
803,0.7279296
804,1.5585972
805,0.22390085
806,1.686544
807,3.6190968
808,-0.28886127
809,1.2541075
810,0.104476154
811,-0.039488852
812,4.397456
813,4.410205
814,-0.07474318
815,5.885677
816,-0.16219687
817,0.86088204
818,1.2992173
819,0.5369384
820,2.511986
821,1.7265716
822,-0.09978789
823,0.74766636
824,0.50018704
825,0.038317442
826,1.8855281
827,0.91593194
828,3.9598832
829,0.4897068
830,4.3490696
831,0.7870381
832,5.805044
833,2.3907723
834,0.26573652
835,5.805311
836,7.851885
837,6.2054515
838,-0.5
839,0.17163545
840,-0.17130834
841,7.878929
842,0.24502587
843,1.184829
844,1.543282
845,0.647483
846,2.6963573
847,1.2053857
848,8.631739
849,0.9726169
850,2.391649
851,0.893751
852,2.5010855
853,3.3183722
854,5.7205715
855,0.282157
856,1.8351905
857,8.70267
858,1.3349212
859,6.373813
860,3.9829009
861,0.78765845
862,2.9851124
863,0.63729835
864,2.328254
865,2.1213827
866,4.4018335
867,1.2484281
868,3.9036937
869,5.486421
870,1.908608
871,3.7207518
872,4.373168
873,0.14915228
874,3.834404
875,13.363499
876,3.9190245
877,0.5731207
878,2.7758658
879,5.080521
880,11.46973
881,0.7415242
882,2.0573993
883,3.267577
884,3.414685
885,0.6254003
886,3.8748589
887,0.3805471
888,4.0893164
889,2.196766
890,8.373343
891,2.1891222
892,7.2872286
893,5.538122
894,0.48464423
895,0.9936732
896,3.2844718
897,0.15830898
898,2.921349
899,10.547331
900,1.5872066
901,1.371883
902,7.168336
903,7.186262
904,9.934971
905,7.0132055
906,3.0974324
907,4.162568
908,3.8945136
909,6.150488
910,3.8988562
911,6.5491447
912,6.4211664
913,3.9082947
914,2.8988538
915,11.46705
916,20.459234
917,16.723158
918,0.53504074
919,5.4078097
920,8.141666
921,4.1018014
922,2.8032584
923,17.954372
924,0.84053946
925,0.56232333
926,8.307278
927,5.0621576
928,7.3784847
929,1.1960987
930,13.2503395
931,18.413462
932,4.0700836
933,46.38392
934,1.596962
935,4.0253587
936,7.2695785
937,5.525195
938,4.5869226
939,0.676558
940,46.755642
941,9.047224
942,0.58620155
943,6.008181
944,3.3948667
945,2.512432
946,10.895606
947,7.9119844
948,4.633727
949,12.737343
950,28.151863
951,3.351749
952,10.773668
953,3.0533752
954,13.396546
955,10.18806
956,1.611111
957,27.308653
958,11.490107
959,10.260865
960,1.4999334
961,10.095845
962,11.525218
963,0.8649775
964,0.73894846
965,15.233512
966,47.921875
967,0.9862604
968,17.064285
969,62.734863
970,42.760506
971,81.522
972,72.67774
973,19.67005
974,41.399384
975,44.870644
976,22.78989
977,30.353271
978,78.42873
979,19.925503
980,15.474726
981,46.485825
982,45.714703
983,93.617485
984,37.600384
985,32.04842
986,28.988018
987,35.889954
988,85.7745
989,116.07123
990,69.13048
991,49.2347
992,41.505764
993,34.303856
994,45.426003
995,48.591255
996,44.957912
997,49.97839
998,49.38504
999,40.310535
1000,135.59404
1001,75.56032
1002,111.948105
1003,41.47888
1004,70.045204
1005,38.211628
1006,43.78263
1007,32.246685
1008,65.56228
1009,43.40148
1010,37.241776
1011,73.2807
1012,100.13462
1013,135.71707
1014,74.44063
1015,54.86971
1016,45.3946
1017,49.487762
1018,40.61147
1019,68.05871
1020,45.529884
1021,49.10417
1022,50.925056
1023,71.92844
1024,46.153046
1025,73.92453
1026,71.78314
1027,82.738235
1028,210.81819
1029,42.808052
1030,138.33499
1031,71.99501
1032,47.27184
1033,246.10606
1034,27.878366
1035,93.67241
1036,114.87126
1037,234.59872
1038,122.627335
1039,74.32663
1040,119.52963
1041,76.39851
1042,52.650383
1043,79.84688
1044,91.20502
1045,155.6686
1046,72.57028
1047,142.58362
1048,196.30267
1049,45.849533
1050,296.61346
1051,73.29689
1052,116.78844
1053,71.73692
1054,67.36224
1055,71.73598
1056,46.489803
1057,147.83527
1058,178.76073
1059,40.49753
1060,160.4481
1061,42.04098
1062,151.70778
1063,53.94762
1064,160.96693
1065,38.55401
1066,71.07106
1067,155.56831
1068,93.793686
1069,115.69273
1070,91.00098
1071,115.2361
1072,319.84332
1073,42.68877
1074,154.63338
1075,206.01987
1076,324.94373
1077,251.73697
1078,155.60779
1079,154.46364
1080,2388.4219
1081,41.791313
1082,405.61658
1083,1092.2019
1084,157.0798
1085,904.3165
1086,828.5153
1087,924.0393
1088,158.89987
1089,318.24878
1090,156.87152
1091,158.85446
1092,483.15125
1093,933.0065
1094,240.4779
1095,1510.9507
1096,244.93646
1097,144.88202
1098,212.7068
1099,314.828
1100,294.98853
1101,368.69562
1102,329.89926
1103,475.04938
1104,84.817604
1105,155.50604
1106,162.12566
1107,153.50566
1108,402.57837
1109,322.27203
1110,120.100876
1111,286.0907
1112,113.34448
1113,248.59073
1114,481.2088
1115,478.54675
1116,985.9745
1117,749.4563
1118,74.62147
1119,321.5962
